iteration, enemy_level, game_time(s), date, my_score, enemy_score, battle_result
95, 2, 225, 2020-09-01T01:55:53+00:00, 10, 0, WIN
95, 3, 225, 2020-09-01T02:00:40+00:00, 10, 0, WIN
95, 4, 225, 2020-09-01T02:05:27+00:00, 6, 3, WIN
95, 5, 225, 2020-09-01T02:10:14+00:00, 15, 5, WIN
95, 6, 225, 2020-09-01T02:15:00+00:00, 15, 4, WIN
95, 7, 225, 2020-09-01T02:19:47+00:00, 11, 0, WIN
95, 8, 225, 2020-09-01T02:24:34+00:00, 16, 5, WIN
96, 1, 225, 2020-09-01T02:29:28+00:00, 11, 1, WIN
96, 2, 225, 2020-09-01T02:34:15+00:00, 11, 0, WIN
96, 3, 225, 2020-09-01T02:39:02+00:00, 10, 0, WIN
96, 4, 225, 2020-09-01T02:43:48+00:00, 11, 1, WIN
96, 5, 225, 2020-09-01T02:48:35+00:00, 6, 6, LOSE
96, 6, 225, 2020-09-01T02:53:22+00:00, 13, 13, LOSE
96, 7, 225, 2020-09-01T02:58:09+00:00, 10, 10, LOSE
96, 8, 225, 2020-09-01T03:02:56+00:00, 7, 6, WIN
97, 1, 225, 2020-09-01T03:07:50+00:00, 9, 2, WIN
97, 2, 225, 2020-09-01T03:12:37+00:00, 11, 1, WIN
97, 3, 225, 2020-09-01T03:17:23+00:00, 10, 0, WIN
97, 4, 225, 2020-09-01T03:22:10+00:00, 9, 3, WIN
97, 5, 225, 2020-09-01T03:26:57+00:00, 14, 3, WIN
97, 6, 225, 2020-09-01T03:31:43+00:00, 15, 4, WIN
97, 7, 225, 2020-09-01T03:36:30+00:00, 11, 1, WIN
97, 8, 225, 2020-09-01T03:41:17+00:00, 8, 2, WIN
98, 1, 225, 2020-09-01T03:46:12+00:00, 13, 2, WIN
98, 2, 225, 2020-09-01T03:50:59+00:00, 11, 0, WIN
98, 3, 225, 2020-09-01T03:55:46+00:00, 10, 0, WIN
98, 4, 225, 2020-09-01T04:00:33+00:00, 11, 10, WIN
98, 5, 225, 2020-09-01T04:05:20+00:00, 13, 2, WIN
98, 6, 225, 2020-09-01T04:10:06+00:00, 15, 3, WIN
98, 7, 225, 2020-09-01T04:14:53+00:00, 11, 1, WIN
98, 8, 225, 2020-09-01T04:19:40+00:00, 10, 14, LOSE
99, 1, 225, 2020-09-01T04:24:34+00:00, 14, 2, WIN
99, 2, 225, 2020-09-01T04:29:21+00:00, 11, 0, WIN
99, 3, 225, 2020-09-01T04:34:08+00:00, 10, 0, WIN
99, 4, 225, 2020-09-01T04:38:55+00:00, 9, 6, WIN
99, 5, 225, 2020-09-01T04:43:41+00:00, 15, 5, WIN
99, 6, 225, 2020-09-01T04:48:28+00:00, 14, 4, WIN
99, 7, 225, 2020-09-01T04:53:15+00:00, 11, 1, WIN
99, 8, 225, 2020-09-01T04:58:02+00:00, 13, 4, WIN
100, 1, 225, 2020-09-01T05:02:57+00:00, 11, 0, WIN
100, 2, 225, 2020-09-01T05:07:43+00:00, 11, 0, WIN
100, 3, 225, 2020-09-01T05:12:30+00:00, 10, 0, WIN
100, 4, 225, 2020-09-01T05:17:17+00:00, 11, 1, WIN
100, 5, 225, 2020-09-01T05:22:04+00:00, 16, 4, WIN
100, 6, 225, 2020-09-01T05:26:51+00:00, 15, 5, WIN
100, 7, 225, 2020-09-01T05:31:38+00:00, 15, 2, WIN
100, 8, 225, 2020-09-01T05:36:24+00:00, 7, 0, WIN
